,AcresBurned,ArchiveYear,CalFireIncident,Counties,Extinguished,Location,MajorIncident,Started
1212,80.0,2018,True,San Luis Obispo,2019-01-04T08:58:00Z,"Gillis Canyon Road and San Juan Road, east of Paso Robles",False,2018-09-29T09:30:00Z
1213,80.0,2018,True,Lake,2019-01-04T09:51:00Z,"Pawnee Dr. and New Long Valley Dr., northeast of Clearlake ",False,2018-07-09T16:46:00Z
1214,80.0,2018,True,Calaveras,2019-01-04T10:01:00Z,"Horseshoe Rd & Stagecoach Dr, near Copperopolis",True,2018-06-24T15:28:00Z
1215,77.0,2018,True,Santa Barbara,2019-01-04T09:40:00Z,"off Highway 1 and Highway 101, North of Gaviota",False,2018-07-18T11:55:00Z
1216,76.0,2018,True,Shasta,2019-01-04T08:58:00Z,"Oak Run Rd and Little Ridge Rd, Palo Cedro",True,2018-09-28T14:44:00Z
1217,76.0,2018,True,Fresno,2019-01-04T09:59:00Z,"Anchor Ave and Hills Valley Rd, north of Orange Cove",False,2018-06-27T12:39:00Z
1218,75.0,2018,True,Colusa,2019-01-04T09:56:00Z,"off Stonyford Road and Lake Park, west of Maxwell   ",True,2018-07-04T13:14:00Z
1219,75.0,2018,True,Glenn,2019-01-04T10:21:00Z,"Hwy 162 and Forest Hwy 7, northwest of Elk Creek",False,2018-05-28T17:33:00Z
1220,73.0,2018,True,Riverside,2019-01-04T10:26:00Z,"Main Street and Interstate 15, City of Lake Elsinore",False,2018-04-28T14:26:00Z
1221,70.0,2018,True,Santa Clara,2019-01-04T09:50:00Z,"Curie Dr and San Ignacio Ave, southeast of San Jose",False,2018-07-10T15:08:00Z
1222,70.0,2018,True,Santa Clara,2019-01-04T09:57:00Z,"Tesla Road and Reuss Road, east of Livermore",False,2018-06-29T20:59:00Z
1223,70.0,2018,True,Tehama,2019-01-04T10:07:00Z,"off Spring Branch Road and Jellys Ferry Road, northeast of Red Bluff",False,2018-06-13T21:06:00Z
1224,70.0,2018,True,Riverside,2019-01-04T10:26:00Z,"Via Santa Rosa near Via Tornado, southwest of Temecula",False,2018-05-04T14:48:00Z
1225,68.0,2018,True,Merced,2019-01-04T10:00:00Z,"Hwy 152 & Lower Cottonwood, west of Los Banos",False,2018-06-24T16:11:00Z
1226,67.0,2018,True,El Dorado,2019-01-04T09:28:00Z,"Bumper Rd & China Hill Rd, east of Frenchtown",True,2018-08-01T13:57:00Z
1227,67.0,2018,True,Mendocino,2019-01-04T09:37:00Z,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",False,2018-07-21T16:22:00Z
1228,66.0,2018,True,El Dorado,2019-01-04T09:27:00Z,"off Omega Lane and Alpha Circle, west of Pilot Hill",True,2018-08-01T14:40:00Z
1229,64.0,2018,True,San Benito,2019-01-04T10:13:00Z,"Panoche Road, north of San Benito",False,2018-06-04T23:17:00Z
1230,63.0,2018,False,Santa Clara,2019-01-04T08:57:00Z,"Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill",False,2018-10-07T12:57:00Z
1231,63.0,2018,True,Shasta,2019-01-04T09:38:00Z,"Highland Ridge Rd & Trinity Mt Rd, French Gulch",True,2018-07-20T13:26:00Z
1232,63.0,2018,True,Riverside,2019-01-04T09:56:00Z,off Benton Road and Crams Corner Drive in Anza,False,2018-07-04T14:20:00Z
1233,63.0,2018,False,Siskiyou,2019-01-04T09:59:00Z,"Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest",False,2018-06-27T19:46:00Z
1234,63.0,2018,True,Stanislaus,2019-01-04T10:21:00Z,"Interstate 5 and Stuhr Rd, South of Patterson",False,2018-05-29T12:58:00Z
1235,62.0,2018,True,Kern,2019-01-04T09:54:00Z,"off Lebec Road and Lebec Oaks Road, North of Lebec",False,2018-07-08T13:38:00Z
1236,62.0,2018,False,Los Angeles,2019-01-04T10:01:00Z,North of Lake Piru,False,2018-06-23T19:39:00Z
1237,62.0,2018,True,San Joaquin,2019-01-04T10:08:00Z,off East Liberty Road ,False,2018-06-11T12:16:00Z
1238,60.0,2018,True,Tehama,2019-01-04T08:50:00Z,"off Adams Road at Barr Lane, southwest of Cottonwood ",False,2018-11-05T10:17:00Z
1239,60.0,2018,True,Lake,2019-01-04T09:12:00Z,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",False,2018-08-30T15:44:00Z
1240,60.0,2018,True,Madera,2019-01-04T10:06:00Z,"off Road 407 and Road 600, Community of Raymond",False,2018-06-15T11:46:00Z
1241,60.0,2018,True,San Luis Obispo,2019-01-04T10:06:00Z,"off Creston Road, east of Paso Robles",False,2018-06-14T17:23:00Z
1242,60.0,2018,True,San Luis Obispo,2019-01-04T10:07:00Z,"off Buena Vista Road, north of Paso Robles",False,2018-06-13T12:38:00Z
1243,60.0,2018,True,Santa Barbara,2019-01-04T10:25:00Z,"Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ",False,2018-05-17T12:53:00Z
1244,59.0,2018,True,San Diego,2019-01-04T10:23:00Z,"Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15",False,2018-05-22T14:13:00Z
1245,58.0,2018,True,San Luis Obispo,2019-01-04T08:52:00Z,Off Lopez Drive east of Arroyo Grande,False,2018-10-19T14:10:00Z
1246,56.0,2018,True,Lassen,2019-01-04T09:44:00Z,"Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills",False,2018-07-15T11:55:00Z
1247,56.0,2018,True,Contra Costa,2019-01-04T09:53:00Z,"off Bruce Lane and Joseph Lane, east of San Ramon",False,2018-07-08T16:45:00Z
1248,56.0,2018,True,Madera,2019-01-04T10:23:00Z,"Off Hwy 41 & Rd 406, south of ONeals",True,2018-05-23T14:30:00Z
1249,53.0,2018,False,San Bernardino,2019-01-04T09:00:00Z,"Cajon Blvd and Kenwood Ave, Devore",True,2018-09-26T10:56:00Z
1250,53.0,2018,True,Lassen,2019-01-04T09:03:00Z,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",False,2018-09-22T14:41:00Z
1251,53.0,2018,True,Mariposa,2019-01-04T10:05:00Z,"off Boyer Road and Fox Hollow Lane, Community of Bootjack",True,2018-06-15T13:37:00Z
1252,52.0,2018,False,Modoc,2019-01-04T09:46:00Z,"off Hwy 299 E & County Rd 74, west of Devils Garden Conservation Camp",False,2018-07-14T20:46:00Z
1253,51.0,2018,True,San Luis Obispo,2019-01-04T09:04:00Z,"off Reservoir Canyon Road and Highway 101, east of San Luis Obispo",False,2018-09-16T08:34:00Z
1254,51.0,2018,True,Shasta,2019-01-04T09:36:00Z,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",True,2018-07-24T15:24:00Z
1255,51.0,2018,True,Santa Clara,2019-01-04T09:51:00Z,at Hale Ave and Monterey St. in Morgan Hill ,False,2018-07-10T16:45:00Z
1256,50.0,2018,True,Lake,2019-01-04T09:38:00Z,"Adobe Creek Rd & Peterson Ln, Kelseyville",True,2018-07-21T14:40:00Z
1257,50.0,2018,True,Tehama,2019-01-04T09:43:00Z,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",False,2018-07-15T17:15:00Z
1258,50.0,2018,False,Monterey,2019-01-03T09:43:00Z,"Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood",False,2018-02-07T15:53:00Z
1259,48.0,2018,True,Alameda,2019-01-04T09:14:00Z,"I 580 and Paloverde Rd., Castro Valley",False,2018-08-26T14:23:00Z
1260,45.0,2018,False,Contra Costa,2019-01-04T09:57:00Z,"Buckingham Dr and Moraga Rd, southwest of Walnut Creek ",False,2018-07-02T14:25:00Z
1261,45.0,2018,False,Marin,2019-01-04T09:22:00Z,"Platform Bridge Rd. and Point Reyes Station, northeast of Olema ",False,1969-12-31T16:00:00Z
1262,43.0,2018,True,Butte,2019-01-04T09:40:00Z,"Off Highway 162 & Simmons Rd, Lake Oroville",True,2018-07-19T12:00:00Z
1263,40.0,2018,True,Riverside,2019-01-04T09:36:00Z,"Off Martinez Road & Avenue 66, Thermal",False,2018-07-23T14:55:00Z
1264,40.0,2018,True,Mariposa,2019-01-04T09:39:00Z,"Ben Hur Rd & Preston Rd, south of Ben Hur",False,2018-07-19T13:07:00Z
1265,40.0,2018,True,Contra Costa,2019-01-04T10:04:00Z," off Montbretia Way and Ironwood, East of San Ramon",False,2018-06-19T15:19:00Z
1266,40.0,2018,True,Butte,2019-01-04T10:05:00Z,"off Oregon Gulch Road, near View Lane, North of Oroville",False,2018-06-16T11:47:00Z
1267,39.0,2018,True,San Benito,2019-01-04T09:35:00Z,"Hidden Valley Rd & Cienega Rd, south of Hollister",False,2018-07-25T14:11:00Z
1268,38.0,2018,False,Shasta,2019-01-04T08:53:00Z,"Lake Blvd & Masonic Ave, Redding",False,2018-10-14T11:33:00Z
1269,38.0,2018,False,San Diego,2019-01-04T10:16:00Z,"I-8 and College Ave, San Diego City",False,2018-06-03T16:16:00Z
1270,37.0,2018,True,San Luis Obispo,2019-01-04T09:38:00Z,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",False,2018-07-21T15:01:00Z
1271,37.0,2018,True,Siskiyou,2019-01-04T10:17:00Z,"Martin Dr. and Stanton Drive, NE of Lake Shastina",False,2018-06-03T16:14:00Z
1272,36.0,2018,True,Lake,2019-01-04T09:11:00Z,"Highland Springs Rd & Old Toll Rd, Kelseyville",False,2018-09-02T14:02:00Z
1273,36.0,2018,True,Riverside,2019-01-04T09:13:00Z,"Hidden Falls Road, Winchester",False,2018-08-27T10:49:00Z
1274,35.0,2018,True,Mendocino,2019-01-04T08:49:00Z,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",False,2018-11-08T11:58:00Z
1275,35.0,2018,True,Riverside,2019-01-04T09:23:00Z,"off Terramor Road and Temescal Canyon Road, community of Temescal Valley",False,2018-08-06T14:19:00Z
1276,35.0,2018,True,Shasta,2019-01-04T09:29:00Z,"Hwy 299 E & Hwy 89, east of Burney",False,2018-07-29T16:22:00Z
1277,35.0,2018,True,San Benito,2019-01-04T10:17:00Z,"Fairview Rd and John Smith Rd, City of Hollister",False,2018-06-03T15:09:00Z
1278,34.0,2018,True,Kern,2019-01-04T09:16:00Z,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",False,2018-08-17T18:47:00Z
1279,34.0,2018,True,Alameda,2019-01-04T09:34:00Z,"Patterson Pass Road and Midway Rd, Altamont ",False,2018-07-25T16:05:00Z
1280,34.0,2018,False,Tulare,2019-01-04T09:39:00Z,"Mineral King Rd, Ash Mountain area",False,2018-07-19T16:25:00Z
1281,33.0,2018,True,Butte,2019-01-04T09:01:00Z,"Nimshew Rd & Centerville Rd, Magalia",True,2018-09-24T00:41:00Z
1282,33.0,2018,True,Tehama,2019-01-04T09:46:00Z,"off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff",False,2018-07-14T20:40:00Z
1283,33.0,2018,False,San Bernardino,2019-01-04T09:57:00Z,"Hwy 330 and Old City Creek Rd, Community of Running Springs",False,2018-06-30T12:12:00Z
1284,33.0,2018,True,Tulare,2019-01-03T09:44:00Z,"Road 136 and Avenue 440, Community of Orosi",False,2018-02-18T13:45:00Z
1285,32.0,2018,False,Fresno,2019-01-04T09:47:00Z," Bobs Flat Trail, 3 miles north of Trimmer",False,2018-10-02T15:45:00Z
1286,32.0,2018,True,Riverside,2019-01-04T09:15:00Z,off High Country Drive in Moreno Valley,False,2018-08-25T11:58:00Z
1287,32.0,2018,True,Lassen,2019-01-04T09:42:00Z,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",False,2018-07-15T16:45:00Z
1288,32.0,2018,True,Lake,2019-01-04T10:05:00Z,"off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake",False,2018-06-16T14:04:00Z
1289,31.0,2018,True,Shasta,2019-01-04T09:53:00Z,"off Hwy 299 E and Deschutes Rd, Bella Vista",False,2018-07-08T14:41:00Z
1290,30.0,2018,True,Santa Clara,2019-01-04T09:02:00Z,"Quimby Rd & Borden Dr, East San Jose ",False,2018-09-23T16:23:00Z
1291,30.0,2018,False,Contra Costa,2019-01-04T09:17:00Z,"off Highway 4 and Alhambra Ave, Martinez",False,2018-08-17T19:19:00Z
1292,30.0,2018,True,Alameda,2019-01-04T09:25:00Z,"Welch Creek Rd and Geary Rd., southeast of Sunol",False,2018-08-04T17:32:00Z
1293,30.0,2018,True,Riverside,2019-01-04T09:30:00Z,"El Sobrante Road at McAllister Street, Lake Matthews",False,2018-07-28T15:38:00Z
1294,30.0,2018,True,San Luis Obispo,2019-01-04T09:38:00Z,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",False,2018-07-21T15:50:00Z
1295,30.0,2018,True,Sacramento,2019-01-04T09:58:00Z,"off Grant Line Rd and White Rock Rd, southwest of Folsom",False,2018-06-29T15:46:00Z
1296,30.0,2018,True,Fresno,2019-01-03T09:46:00Z,"25th Ave & Ultica Ave, south of Kettleman City",False,2018-04-12T14:30:00Z
1297,28.0,2018,True,San Diego,2019-01-04T09:41:00Z,north of the Meixcan border and east of the Otay port of entry,False,2018-07-17T14:05:00Z
1298,27.0,2018,True,Siskiyou,2019-01-04T10:24:00Z,"off Ager Road, northeast of Montague",False,2018-05-19T13:04:00Z
1299,26.0,2018,True,Tulare,2019-01-04T10:24:00Z,"off Road 272 and Avenue 2, east of Delano",False,2018-05-18T11:00:00Z
1300,25.0,2018,False,Riverside,2019-01-04T09:04:00Z,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",False,2018-09-14T19:32:00Z
1301,25.0,2018,True,Contra Costa,2019-01-04T10:05:00Z,"off Willow Pass Road at Evora Road, Baypoint",False,2018-06-16T15:10:00Z
1302,25.0,2018,True,San Luis Obispo,2019-01-04T10:20:00Z,"Estrella Rd and Airport Rd, North of Paso Robles",False,2018-05-29T13:11:00Z
1303,24.0,2018,True,Lake,2019-01-04T09:11:00Z,"Kelsey Creek Rd & Conklin Ln, Kelseyville",True,2018-09-03T13:58:00Z
1304,23.0,2018,True,Riverside,2019-01-04T09:15:00Z,"Hwy 60 and Jack Rabbit Trail, Beaumont",False,2018-08-22T13:45:00Z
1305,23.0,2018,True,Contra Costa,2019-01-04T10:19:00Z,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,False,2018-06-02T12:42:00Z
1306,23.0,2018,True,Tehama,2019-01-04T10:19:00Z,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",False,2018-06-01T16:07:00Z
1307,22.0,2018,True,Mariposa,2019-01-04T09:24:00Z,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",False,2018-08-04T13:57:00Z
1308,21.0,2018,True,Riverside,2019-01-03T09:46:00Z,"Tin Mine Rd, north of the Cajalco Expressway",False,2018-04-09T18:18:00Z
1309,20.0,2018,True,Contra Costa,2019-01-04T08:44:00Z,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",False,2018-11-15T13:31:00Z
1310,20.0,2018,True,Alameda,2019-01-04T08:45:00Z," off Palomares Road Niles Canyon Road, northwest of Sunol",False,2018-11-14T14:56:00Z
1311,20.0,2018,True,Santa Clara,2019-01-04T09:33:00Z,"Monterey Road and Church Ave, San Martin",False,2018-07-25T16:14:00Z
1312,20.0,2018,True,Alameda,2019-01-04T10:04:00Z,"off Vallecitos Road and Little Valley, south of Livermore",False,2018-06-17T15:56:00Z
1313,20.0,2018,True,Riverside,2019-01-04T10:06:00Z,"off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga",False,2018-06-14T17:02:00Z
1314,20.0,2018,True,Butte,2019-01-04T10:07:00Z,"off Highway 70 at Table Mountain Road, north of Oroville",False,2018-06-14T15:18:00Z
1315,20.0,2018,False,Los Angeles,2019-01-04T10:07:00Z,off Westwanda Drive and Benedict Canyon Drive,False,2018-06-12T14:56:00Z
1316,20.0,2018,False,Plumas,2019-01-04T10:27:00Z,"Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot",False,2018-04-26T15:00:00Z
1317,18.0,2018,False,San Diego,2019-01-04T10:26:00Z,"De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base",False,2018-05-09T22:00:00Z
1318,18.0,2018,True,Riverside,2019-01-03T13:10:00Z,"Via Del Lago and Alta Calle, Lake Perris, Moreno Valley",False,2018-04-22T13:35:00Z
1319,17.0,2018,True,Santa Cruz,2019-01-04T08:50:00Z,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",True,2018-11-03T21:28:00Z
1320,17.0,2018,True,Amador,2019-01-04T10:05:00Z,"off China Gulch Road and Comanche Parkway North, Jackson Valley",False,2018-06-17T13:58:00Z
1321,17.0,2018,True,Riverside,2019-01-04T10:17:00Z,"Highway 74 and Ethanac Rd, City of Perris",False,2018-06-03T14:17:00Z
1322,16.0,2018,True,Nevada,2019-01-04T09:19:00Z,"off Oak Lane and Buck Mountain Road, south of Grass Valley",False,2018-08-12T14:20:00Z
1323,16.0,2018,True,Humboldt,2019-01-04T09:43:00Z,Highway 169 in Pecwan,False,2018-07-15T16:14:00Z
1324,16.0,2018,True,Santa Clara,2019-01-04T10:22:00Z,"Keeler Court and Santa Teresa Blvd., south of San Jose",False,2018-05-27T17:05:00Z
1325,15.0,2018,True,Siskiyou,2019-01-04T08:55:00Z,1 mile northwest of Iron Gate Dam,False,2018-10-10T21:50:00Z
1326,15.0,2018,False,Modoc,2019-01-04T09:11:00Z,"East of Essex Reservoir, northeast of Canby.",False,2018-09-02T14:53:00Z
1327,15.0,2018,True,Riverside,2019-01-04T10:26:00Z,"Hwy 79 & Woodchuck Road, Temecula",False,2018-05-04T18:53:00Z
1328,15.0,2018,True,Riverside,2019-01-03T09:46:00Z,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",True,2018-04-15T04:38:00Z
1329,14.0,2018,True,San Diego,2019-01-04T09:24:00Z,"off Old Julian Highway and Creek Hollow, west of Ramona",False,2018-08-06T10:31:00Z
1330,14.0,2018,True,San Luis Obispo,2019-01-04T09:41:00Z,"off Gage Irving Road, South Lake Nacimiento",False,2018-07-17T11:13:00Z
1331,14.0,2018,True,Lassen,2019-01-04T09:45:00Z,"off Homestead Ranch Road, southeast of Doyle ",False,2018-07-14T15:00:00Z
1332,14.0,2018,True,Yolo,2019-01-04T10:20:00Z,"County Road 25 and County Road 86A, community of Madison north of Winters       ",False,2018-06-01T13:31:00Z
1333,13.0,2018,False,Shasta,2019-01-04T09:08:00Z,"Ranchera Road and Hill Boulevard, Shasta Lake City",False,2018-09-04T14:43:00Z
1334,13.0,2018,True,San Diego,2019-01-04T09:39:00Z,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",True,2018-07-20T13:07:00Z
1335,13.0,2018,True,Fresno,2019-01-04T10:18:00Z,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",False,2018-06-02T09:55:00Z
1336,12.0,2018,True,Shasta,2019-01-04T08:54:00Z,"Cloverdale & Clear Creek, Near the community of Igo",False,2018-10-14T06:45:00Z
1337,12.0,2018,True,El Dorado,2019-01-04T09:03:00Z,Meyers Rd in Camino,True,2018-09-20T12:39:00Z
1338,12.0,2018,True,San Bernardino,2019-01-04T09:47:00Z,Muscoy,False,2018-07-13T14:32:00Z
1339,12.0,2018,True,Madera,2019-01-04T09:50:00Z,"in the area of Road 230 and Road 225, North Fork",False,2018-07-10T17:31:00Z
1340,12.0,2018,False,Marin,2019-01-04T10:09:00Z,"Mission Avenue and C Street, City of San Rafael",False,2018-06-09T15:30:00Z
1341,12.0,2018,True,San Diego,2019-01-04T10:11:00Z,"Vista Del Lago/Via Ranchitos, Fallbrook",False,2018-06-05T13:45:00Z
1342,12.0,2018,True,Siskiyou,2019-01-04T10:13:00Z,"Meamber Creek Road, 8 miles west of Fort Jones",False,2018-06-04T15:08:00Z
1343,12.0,2018,True,San Luis Obispo,2019-01-04T10:17:00Z,"Lake Nacimiento, 10 miles west of Paso Robles",False,2018-06-03T16:11:00Z
1344,12.0,2018,True,Napa,2019-01-04T10:23:00Z,"American Canyon Rd, East of American Canyon",False,2018-05-21T11:56:00Z
1345,12.0,2018,True,Alameda,2019-01-04T10:25:00Z,"Grant Line Road and I-580, east of Livermore",False,2018-05-14T13:06:00Z
1346,12.0,2018,True,San Diego,2019-01-04T10:25:00Z,"Volcan Road and Farmer Road, north of the community of Julian",False,2018-05-10T20:41:00Z
1347,11.0,2018,True,Butte,2019-01-04T09:51:00Z,"south of Rich Gulch, near Lake Oroville",False,2018-07-10T12:42:00Z
1348,11.0,2018,True,Madera,2019-01-04T09:52:00Z,"Cornerstone Court, Yosemite Lakes",False,2018-07-09T17:54:00Z
1349,11.0,2018,True,Riverside,2019-01-04T10:18:00Z,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",False,2018-06-03T13:38:00Z
1350,11.0,2018,True,Shasta,2019-01-03T09:45:00Z,"Rock Creek Rd, SE of Shingletown",False,2018-03-27T16:20:00Z
1351,10.0,2018,True,Santa Cruz,2019-01-04T08:44:00Z,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",False,2018-11-16T11:01:00Z
1352,10.0,2018,True,Humboldt,2019-01-04T08:46:00Z,off Highway 299 in the area of Green Hill,False,2018-11-12T17:39:00Z
1353,10.0,2018,True,Butte,2019-01-04T08:52:00Z,"Upper Powellton Rd and Skyway, north of Stirling City",False,2018-10-15T11:57:00Z
1354,10.0,2018,True,Riverside,2019-01-04T09:16:00Z,off Scenic View Drive and Keller Road,False,2018-08-19T15:55:00Z
1355,10.0,2018,True,Napa,2019-01-04T09:20:00Z,Napa Vallejo Highway and Syar Industrial Way,False,2018-08-09T14:21:00Z
1356,10.0,2018,True,Siskiyou,2019-01-04T09:40:00Z,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",False,2018-07-17T19:03:00Z
1357,10.0,2018,True,San Diego,2019-01-04T09:55:00Z,off Highway 94 and Community Building Road near Dulzura,False,2018-07-06T10:11:00Z
1358,10.0,2018,True,Butte,2019-01-04T09:58:00Z,"at the Llano Seco Ranch, south of Chico",False,2018-06-29T11:44:00Z
1359,10.0,2018,True,San Luis Obispo,2019-01-04T10:03:00Z,"Suey Creek Road & Crystal Springs, east of Nipomo",False,2018-06-21T16:45:00Z
1360,10.0,2018,True,Monterey,2019-01-04T10:04:00Z,"Ranchita Canyon Road, southwest of the town of Parkfield",False,2018-06-19T16:06:00Z
1361,10.0,2018,False,Sonoma,2019-01-04T10:12:00Z,"Hwy 12 and Broadway, Schellville ",False,2018-06-05T13:03:00Z
1362,10.0,2018,False,San Diego,2019-01-04T10:16:00Z,"Greenwick Rd and Brabham St, Community of Rancho San Diego",False,2018-06-03T18:23:00Z
1363,10.0,2018,True,Tehama,2019-01-04T10:18:00Z,Black Butte Lake and Newville Road west of Orland,False,2018-06-03T08:55:00Z
1364,10.0,2018,True,Riverside,2019-01-04T10:18:00Z,"Calle Jardin  and Calle Uva, Temecula",False,2018-06-02T15:53:00Z
1365,10.0,2018,True,Riverside,2019-01-04T10:21:00Z,"Highway 86 Expressway and Avenue 70, Thermal",False,2018-05-28T07:23:00Z
1366,0.0,2018,True,Butte,2019-01-04T08:42:00Z,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",True,2018-11-29T23:30:00Z
1367,0.0,2018,False,Humboldt,2019-01-03T15:23:00Z,"Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch",False,2018-04-24T16:59:00Z
1368,0.0,2018,False,Santa Barbara,2019-01-03T09:43:00Z,"Montecito, Summerland and Carpenteria",True,2018-01-09T04:00:00Z
1369,0.0,2018,False,Ventura,2019-01-03T09:43:00Z,"Montecito, Summerland and Carpenteria",True,2018-01-09T04:00:00Z
1370,1806.0,2019,True,Ventura,2019-11-02T18:57:00Z,"West Easy Street and West Los Angeles Avenue, Simi Valley",False,2019-10-30T07:45:14Z
1373,605.0,2019,True,Tehama,2019-10-28T07:22:00Z,"Gyle Road and Long Dirt Road, Northwest of Corning",False,2019-10-27T02:47:20Z
1374,494.0,2019,True,Riverside,2019-11-02T18:44:00Z,"Granite Hill and Pyrite Street, in Jurupa Valley ",True,2019-10-30T11:19:00Z
1376,289.0,2019,True,Monterey,2019-10-11T07:30:00Z,Indian Valley Road and Monterey County Line near Camp Robert's,False,2019-10-09T06:52:14Z
1377,289.0,2019,True,San Luis Obispo,2019-10-11T07:30:00Z,Indian Valley Road and Monterey County Line near Camp Robert's,False,2019-10-09T06:52:14Z
1379,137.0,2019,True,Fresno,2019-10-19T15:00:00Z,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",False,2019-10-18T12:17:32Z
1381,75.0,2019,True,Riverside,2019-10-12T17:22:00Z,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",False,2019-10-10T18:36:46Z
1382,40.0,2019,False,Contra Costa,2019-10-10T12:00:00Z,"Merrill Circle N and Merrill Dr, Moraga",False,2019-10-10T06:42:19Z
1383,37.0,2019,True,San Diego,2019-10-27T18:05:00Z,"Miller Lane and Cole Grade Lane, North of Valley Center ",True,2019-10-25T15:05:52Z
1384,35.0,2019,True,Alameda,2019-10-27T13:55:00Z,"Mines Rd and Del Valle Rd, southeast of Livermore",False,2019-10-24T23:16:18Z
1385,35.0,2019,True,Stanislaus,2019-07-18T10:29:00Z,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",False,2019-07-18T09:07:57Z
1387,27.0,2019,True,Calaveras,2019-07-20T08:56:00Z,near the Whiskey Creek Day Use area of New Hogan Lake,False,2019-07-18T18:31:00Z
1388,26.0,2019,True,San Bernardino,2019-08-04T06:39:00Z,Off La Barisa Dr & Hwy 247 in Landers,False,2019-08-03T17:22:51Z
1389,25.0,2019,True,San Diego,2019-07-18T15:58:00Z,Off Vista De La Montana in the Dehesa area,True,2019-07-17T17:42:04Z
1390,22.0,2019,True,El Dorado,2019-09-29T21:35:00Z,Chaparral Drive and Latrobe Road in Latrobe,False,2019-09-29T21:44:45Z
1391,22.0,2019,True,Alameda,2019-07-12T19:20:00Z,"patterson pass and mid way, eastern",False,2019-07-12T18:40:09Z
1393,12.0,2019,True,Riverside,2019-08-27T08:54:00Z,"near the intersection of Sage Road and Highway 79, in Aguanga",False,2019-08-27T11:33:56Z
1395,10.0,2019,True,Santa Cruz,2019-09-06T19:48:00Z,"Deer Creek Road and Rons Road, northeast of Boulder Creek",False,2019-09-03T15:36:45Z
1396,77758.0,2019,True,Sonoma,2019-11-06T19:00:00Z,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",True,2019-10-23T21:27:00Z
1398,14217.0,2019,False,Modoc,2019-08-11T12:16:00Z,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",False,2019-07-28T15:58:00Z
1399,10296.0,2019,False,Inyo,2019-11-21T16:09:00Z,south west of Big Pine and north west of Aberdeen,True,2019-09-06T12:43:35Z
1400,9999.0,2019,True,Ventura,2019-11-06T18:00:00Z,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",True,2019-10-31T20:58:28Z
1401,8838.0,2019,True,Tehama,2019-09-13T19:00:00Z,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",True,2019-09-05T13:19:56Z
1402,8799.0,2019,False,Los Angeles,2019-10-31T09:10:00Z,"Saddle Ridge Rd, Sylmar",True,2019-10-10T21:02:00Z
1403,5737.0,2019,False,Modoc,2019-09-13T07:19:00Z,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",False,2019-09-06T11:34:27Z
1405,5332.0,2019,False,Tehama,2019-12-02T16:12:00Z,"Southeast aspect of Tomhead Mountain, South of Platina",False,2019-09-05T19:59:46Z
